district,taluk,crop_name,season,historical_avg_yield,current_yield,yield_loss_pct
Bagalkot,,Rice,Kharif,3165.2,3394.0,-7.23
Bagalkot,,Rice,Rabi,2956.4,2842.0,3.87
Bagalkot,,Rice,Total,3146.6,3020.0,4.02
Bagalkot,,Wheat,Rabi,1291.6,1196.0,7.4
Bagalkot,,Wheat,Total,1291.6,1196.0,7.4
Bagalkot,,Maize,Kharif,2979.4,4190.0,-40.63
Bagalkot,,Maize,Rabi,3664.4,3683.0,-0.51
Bagalkot,,Maize,Summer,3736.5,5499.0,-47.17
Bagalkot,,Maize,Total,3064.6,4193.0,-36.82
Bagalkot,,Jowar,Kharif,1671.6,2616.0,-56.5
Bagalkot,,Jowar,Rabi,1137.2,1227.0,-7.9
Bagalkot,,Jowar,Total,1196.6,1301.0,-8.72
Bagalkot,,Bajra,Kharif,1241.8,1691.0,-36.17
Bagalkot,,Bajra,Total,1239.0,1691.0,-36.48
Bagalkot,,Ragi,Kharif,1511.6,1482.0,1.96
Bagalkot,,Ragi,Total,1511.6,1482.0,1.96
Bagalkot,,Small Millets,Kharif,780.8,426.0,45.44
Bagalkot,,Small Millets,Total,780.8,426.0,45.44
Bagalkot,,Shree Anna /Nutri Cereals,Kharif,1432.6,1783.0,-24.46
Bagalkot,,Shree Anna /Nutri Cereals,Rabi,1137.2,1227.0,-7.9
Bagalkot,,Shree Anna /Nutri Cereals,Total,1324.4,1415.0,-6.84
Bagalkot,,Nutri/Coarse Cereals,Kharif,2327.8,3601.0,-54.7
Bagalkot,,Nutri/Coarse Cereals,Rabi,1752.0,1961.0,-11.93
Bagalkot,,Nutri/Coarse Cereals,Summer,3555.5,5499.0,-54.66
Bagalkot,,Nutri/Coarse Cereals,Total,2196.0,3055.0,-39.12
Bagalkot,,Cereals,Kharif,2549.8,3601.0,-41.23
Bagalkot,,Cereals,Rabi,1933.2,1673.0,13.46
Bagalkot,,Cereals,Summer,3210.0,5499.0,-71.31
Bagalkot,,Cereals,Total,2406.6,2702.0,-12.27
Bagalkot,,Tur,Kharif,720.4,805.0,-11.74
Bagalkot,,Tur,Total,720.4,805.0,-11.74
Bagalkot,,Gram,Rabi,676.2,590.0,12.75
Bagalkot,,Gram,Total,676.2,590.0,12.75
Bagalkot,,Urad,Kharif,495.4,454.0,8.36
Bagalkot,,Urad,Rabi,500.0,429.0,14.2
Bagalkot,,Urad,Total,496.6,454.0,8.58
Bagalkot,,Moong,Kharif,367.6,211.0,42.6
Bagalkot,,Moong,Rabi,317.8,299.0,5.92
Bagalkot,,Moong,Total,366.0,211.0,42.35
Bagalkot,,Other Pulses,Kharif,569.0,326.0,42.71
Bagalkot,,Other Pulses,Rabi,630.6,446.0,29.27
Bagalkot,,Other Pulses,Total,603.0,385.0,36.15
Bagalkot,,Total Pulses,Total,647.0,598.0,7.57
Bagalkot,,Total Food Grains,Kharif,1842.6,1869.0,-1.43
Bagalkot,,Total Food Grains,Rabi,1397.0,1395.0,0.14
Bagalkot,,Total Food Grains,Summer,3210.0,5499.0,-71.31
Bagalkot,,Total Food Grains,Total,1738.6,1767.0,-1.63
Bellary,,Rice,Kharif,3165.2,4113.0,-29.94
Bellary,,Rice,Rabi,2956.4,2842.0,3.87
Bellary,,Rice,Summer,3054.5,3684.0,-20.61
Bellary,,Rice,Total,3146.6,3954.0,-25.66
Bellary,,Wheat,Rabi,1291.6,1255.0,2.83
Bellary,,Wheat,Total,1291.6,1255.0,2.83
Bellary,,Maize,Kharif,2979.4,3688.0,-23.78
Bellary,,Maize,Rabi,3664.4,4499.0,-22.78
Bellary,,Maize,Summer,3736.5,4328.0,-15.83
Bellary,,Maize,Total,3064.6,3849.0,-25.6
Bellary,,Jowar,Kharif,1671.6,3362.0,-101.12
Bellary,,Jowar,Rabi,1137.2,2823.0,-148.24
Bellary,,Jowar,Total,1196.6,3028.0,-153.05
Bellary,,Bajra,Kharif,1241.8,1676.0,-34.97
Bellary,,Bajra,Total,1239.0,1676.0,-35.27
Bellary,,Ragi,Kharif,1511.6,1366.0,9.63
Bellary,,Ragi,Total,1511.6,1366.0,9.63
Bellary,,Small Millets,Kharif,780.8,513.0,34.3
Bellary,,Small Millets,Total,780.8,513.0,34.3
Bellary,,Shree Anna /Nutri Cereals,Kharif,1432.6,2495.0,-74.16
Bellary,,Shree Anna /Nutri Cereals,Rabi,1137.2,2823.0,-148.24
Bellary,,Shree Anna /Nutri Cereals,Total,1324.4,2660.0,-100.85
Bellary,,Nutri/Coarse Cereals,Kharif,2327.8,3203.0,-37.6
Bellary,,Nutri/Coarse Cereals,Rabi,1752.0,3230.0,-84.36
Bellary,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Bellary,,Nutri/Coarse Cereals,Total,2196.0,3226.0,-46.9
Bellary,,Cereals,Kharif,2549.8,3810.0,-49.42
Bellary,,Cereals,Rabi,1933.2,3223.0,-66.72
Bellary,,Cereals,Summer,3210.0,3694.0,-15.08
Bellary,,Cereals,Total,2406.6,3713.0,-54.28
Bellary,,Tur,Kharif,720.4,682.0,5.33
Bellary,,Tur,Total,720.4,682.0,5.33
Bellary,,Gram,Rabi,676.2,801.0,-18.46
Bellary,,Gram,Total,676.2,801.0,-18.46
Bellary,,Urad,Kharif,495.4,590.0,-19.1
Bellary,,Urad,Rabi,500.0,429.0,14.2
Bellary,,Urad,Total,496.6,468.0,5.76
Bellary,,Moong,Kharif,367.6,430.0,-16.97
Bellary,,Moong,Rabi,317.8,299.0,5.92
Bellary,,Moong,Total,366.0,399.0,-9.02
Bellary,,Other Pulses,Kharif,569.0,595.0,-4.57
Bellary,,Other Pulses,Rabi,630.6,485.0,23.09
Bellary,,Other Pulses,Total,603.0,537.0,10.95
Bellary,,Total Pulses,Total,647.0,708.0,-9.43
Bellary,,Total Food Grains,Kharif,1842.6,3529.0,-91.52
Bellary,,Total Food Grains,Rabi,1397.0,2764.0,-97.85
Bellary,,Total Food Grains,Summer,3210.0,3694.0,-15.08
Bellary,,Total Food Grains,Total,1738.6,3465.0,-99.3
Belagavi,,Rice,Kharif,3165.2,2561.0,19.09
Belagavi,,Rice,Rabi,2956.4,2842.0,3.87
Belagavi,,Rice,Summer,3054.5,3245.0,-6.24
Belagavi,,Rice,Total,3146.6,2562.0,18.58
Belagavi,,Wheat,Rabi,1291.6,1592.0,-23.26
Belagavi,,Wheat,Total,1291.6,1592.0,-23.26
Belagavi,,Maize,Kharif,2979.4,4143.0,-39.05
Belagavi,,Maize,Rabi,3664.4,3942.0,-7.58
Belagavi,,Maize,Summer,3736.5,4362.0,-16.74
Belagavi,,Maize,Total,3064.6,4091.0,-33.49
Belagavi,,Jowar,Kharif,1671.6,1913.0,-14.44
Belagavi,,Jowar,Rabi,1137.2,1137.0,0.02
Belagavi,,Jowar,Total,1196.6,1174.0,1.89
Belagavi,,Bajra,Kharif,1241.8,1320.0,-6.3
Belagavi,,Bajra,Total,1239.0,1320.0,-6.54
Belagavi,,Ragi,Kharif,1511.6,1124.0,25.64
Belagavi,,Ragi,Total,1511.6,1124.0,25.64
Belagavi,,Small Millets,Kharif,780.8,605.0,22.52
Belagavi,,Small Millets,Total,780.8,605.0,22.52
Belagavi,,Shree Anna /Nutri Cereals,Kharif,1432.6,1629.0,-13.71
Belagavi,,Shree Anna /Nutri Cereals,Rabi,1137.2,1137.0,0.02
Belagavi,,Shree Anna /Nutri Cereals,Total,1324.4,1178.0,11.05
Belagavi,,Nutri/Coarse Cereals,Kharif,2327.8,3947.0,-69.56
Belagavi,,Nutri/Coarse Cereals,Rabi,1752.0,2143.0,-22.32
Belagavi,,Nutri/Coarse Cereals,Summer,3555.5,4362.0,-22.68
Belagavi,,Nutri/Coarse Cereals,Total,2196.0,2965.0,-35.02
Belagavi,,Cereals,Kharif,2549.8,3605.0,-41.38
Belagavi,,Cereals,Rabi,1933.2,2038.0,-5.42
Belagavi,,Cereals,Summer,3210.0,4359.0,-35.79
Belagavi,,Cereals,Total,2406.6,2780.0,-15.52
Belagavi,,Tur,Kharif,720.4,462.0,35.87
Belagavi,,Tur,Total,720.4,462.0,35.87
Belagavi,,Gram,Rabi,676.2,747.0,-10.47
Belagavi,,Gram,Total,676.2,747.0,-10.47
Belagavi,,Urad,Kharif,495.4,575.0,-16.07
Belagavi,,Urad,Rabi,500.0,429.0,14.2
Belagavi,,Urad,Total,496.6,572.0,-15.18
Belagavi,,Moong,Kharif,367.6,407.0,-10.72
Belagavi,,Moong,Rabi,317.8,299.0,5.92
Belagavi,,Moong,Total,366.0,407.0,-11.2
Belagavi,,Other Pulses,Kharif,569.0,708.0,-24.43
Belagavi,,Other Pulses,Rabi,630.6,705.0,-11.8
Belagavi,,Other Pulses,Total,603.0,705.0,-16.92
Belagavi,,Total Pulses,Total,647.0,576.0,10.97
Belagavi,,Total Food Grains,Kharif,1842.6,2533.0,-37.47
Belagavi,,Total Food Grains,Rabi,1397.0,1737.0,-24.34
Belagavi,,Total Food Grains,Summer,3210.0,4359.0,-35.79
Belagavi,,Total Food Grains,Total,1738.6,2165.0,-24.53
Bengaluru Rural,,Rice,Kharif,3165.2,2911.0,8.03
Bengaluru Rural,,Rice,Rabi,2956.4,2842.0,3.87
Bengaluru Rural,,Rice,Summer,3054.5,3245.0,-6.24
Bengaluru Rural,,Rice,Total,3146.6,2921.0,7.17
Bengaluru Rural,,Maize,Kharif,2979.4,3224.0,-8.21
Bengaluru Rural,,Maize,Rabi,3664.4,3584.0,2.19
Bengaluru Rural,,Maize,Summer,3736.5,4328.0,-15.83
Bengaluru Rural,,Maize,Total,3064.6,3264.0,-6.51
Bengaluru Rural,,Jowar,Kharif,1671.6,1982.0,-18.57
Bengaluru Rural,,Jowar,Rabi,1137.2,1113.0,2.13
Bengaluru Rural,,Jowar,Total,1196.6,1892.0,-58.11
Bengaluru Rural,,Bajra,Kharif,1241.8,1290.0,-3.88
Bengaluru Rural,,Bajra,Total,1239.0,1290.0,-4.12
Bengaluru Rural,,Ragi,Kharif,1511.6,2109.0,-39.52
Bengaluru Rural,,Ragi,Total,1511.6,2109.0,-39.52
Bengaluru Rural,,Small Millets,Kharif,780.8,1405.0,-79.94
Bengaluru Rural,,Small Millets,Total,780.8,1405.0,-79.94
Bengaluru Rural,,Shree Anna /Nutri Cereals,Kharif,1432.6,2107.0,-47.08
Bengaluru Rural,,Shree Anna /Nutri Cereals,Rabi,1137.2,1113.0,2.13
Bengaluru Rural,,Shree Anna /Nutri Cereals,Total,1324.4,2106.0,-59.02
Bengaluru Rural,,Nutri/Coarse Cereals,Kharif,2327.8,2177.0,6.48
Bengaluru Rural,,Nutri/Coarse Cereals,Rabi,1752.0,2479.0,-41.5
Bengaluru Rural,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Bengaluru Rural,,Nutri/Coarse Cereals,Total,2196.0,2181.0,0.68
Bengaluru Rural,,Cereals,Kharif,2549.8,2178.0,14.58
Bengaluru Rural,,Cereals,Rabi,1933.2,2483.0,-28.44
Bengaluru Rural,,Cereals,Summer,3210.0,4292.0,-33.71
Bengaluru Rural,,Cereals,Total,2406.6,2183.0,9.29
Bengaluru Rural,,Tur,Kharif,720.4,1087.0,-50.89
Bengaluru Rural,,Tur,Total,720.4,1087.0,-50.89
Bengaluru Rural,,Gram,Rabi,676.2,596.0,11.86
Bengaluru Rural,,Gram,Total,676.2,596.0,11.86
Bengaluru Rural,,Urad,Kharif,495.4,590.0,-19.1
Bengaluru Rural,,Urad,Total,496.6,590.0,-18.81
Bengaluru Rural,,Moong,Kharif,367.6,430.0,-16.97
Bengaluru Rural,,Moong,Total,366.0,430.0,-17.49
Bengaluru Rural,,Other Pulses,Kharif,569.0,867.0,-52.37
Bengaluru Rural,,Other Pulses,Rabi,630.6,718.0,-13.86
Bengaluru Rural,,Other Pulses,Total,603.0,848.0,-40.63
Bengaluru Rural,,Total Pulses,Total,647.0,915.0,-41.42
Bengaluru Rural,,Total Food Grains,Kharif,1842.6,2152.0,-16.79
Bengaluru Rural,,Total Food Grains,Rabi,1397.0,1646.0,-17.82
Bengaluru Rural,,Total Food Grains,Summer,3210.0,4292.0,-33.71
Bengaluru Rural,,Total Food Grains,Total,1738.6,2153.0,-23.84
Bengaluru South,,Rice,Kharif,3165.2,2885.0,8.85
Bengaluru South,,Rice,Rabi,2956.4,2842.0,3.87
Bengaluru South,,Rice,Summer,3054.5,3594.0,-17.66
Bengaluru South,,Rice,Total,3146.6,2886.0,8.28
Bengaluru South,,Maize,Kharif,2979.4,3336.0,-11.97
Bengaluru South,,Maize,Rabi,3664.4,3584.0,2.19
Bengaluru South,,Maize,Summer,3736.5,4328.0,-15.83
Bengaluru South,,Maize,Total,3064.6,3407.0,-11.17
Bengaluru South,,Jowar,Kharif,1671.6,1982.0,-18.57
Bengaluru South,,Jowar,Rabi,1137.2,1113.0,2.13
Bengaluru South,,Jowar,Total,1196.6,1765.0,-47.5
Bengaluru South,,Bajra,Kharif,1241.8,1290.0,-3.88
Bengaluru South,,Bajra,Total,1239.0,1290.0,-4.12
Bengaluru South,,Ragi,Kharif,1511.6,1596.0,-5.58
Bengaluru South,,Ragi,Total,1511.6,1596.0,-5.58
Bengaluru South,,Small Millets,Kharif,780.8,552.0,29.3
Bengaluru South,,Small Millets,Total,780.8,552.0,29.3
Bengaluru South,,Shree Anna /Nutri Cereals,Kharif,1432.6,1601.0,-11.75
Bengaluru South,,Shree Anna /Nutri Cereals,Rabi,1137.2,1113.0,2.13
Bengaluru South,,Shree Anna /Nutri Cereals,Total,1324.4,1598.0,-20.66
Bengaluru South,,Nutri/Coarse Cereals,Kharif,2327.8,1636.0,29.72
Bengaluru South,,Nutri/Coarse Cereals,Rabi,1752.0,2512.0,-43.38
Bengaluru South,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Bengaluru South,,Nutri/Coarse Cereals,Total,2196.0,1646.0,25.05
Bengaluru South,,Cereals,Kharif,2549.8,1691.0,33.68
Bengaluru South,,Cereals,Rabi,1933.2,2526.0,-30.66
Bengaluru South,,Cereals,Summer,3210.0,4139.0,-28.94
Bengaluru South,,Cereals,Total,2406.6,1700.0,29.36
Bengaluru South,,Tur,Kharif,720.4,757.0,-5.08
Bengaluru South,,Tur,Total,720.4,757.0,-5.08
Bengaluru South,,Urad,Kharif,495.4,590.0,-19.1
Bengaluru South,,Urad,Total,496.6,590.0,-18.81
Bengaluru South,,Moong,Kharif,367.6,430.0,-16.97
Bengaluru South,,Moong,Total,366.0,430.0,-17.49
Bengaluru South,,Other Pulses,Kharif,569.0,827.0,-45.34
Bengaluru South,,Other Pulses,Rabi,630.6,1048.0,-66.19
Bengaluru South,,Other Pulses,Total,603.0,854.0,-41.63
Bengaluru South,,Total Pulses,Total,647.0,844.0,-30.45
Bengaluru South,,Total Food Grains,Kharif,1842.6,1577.0,14.41
Bengaluru South,,Total Food Grains,Rabi,1397.0,1580.0,-13.1
Bengaluru South,,Total Food Grains,Summer,3210.0,4139.0,-28.94
Bengaluru South,,Total Food Grains,Total,1738.6,1578.0,9.24
Bengaluru Urban,,Rice,Kharif,3165.2,3030.0,4.27
Bengaluru Urban,,Rice,Total,3146.6,3030.0,3.71
Bengaluru Urban,,Maize,Kharif,2979.4,3932.0,-31.97
Bengaluru Urban,,Maize,Total,3064.6,3932.0,-28.3
Bengaluru Urban,,Jowar,Kharif,1671.6,1982.0,-18.57
Bengaluru Urban,,Jowar,Total,1196.6,1982.0,-65.64
Bengaluru Urban,,Bajra,Kharif,1241.8,1290.0,-3.88
Bengaluru Urban,,Bajra,Total,1239.0,1290.0,-4.12
Bengaluru Urban,,Ragi,Kharif,1511.6,1851.0,-22.45
Bengaluru Urban,,Ragi,Total,1511.6,1851.0,-22.45
Bengaluru Urban,,Small Millets,Kharif,780.8,1830.0,-134.38
Bengaluru Urban,,Small Millets,Total,780.8,1830.0,-134.38
Bengaluru Urban,,Shree Anna /Nutri Cereals,Kharif,1432.6,1855.0,-29.48
Bengaluru Urban,,Shree Anna /Nutri Cereals,Total,1324.4,1855.0,-40.06
Bengaluru Urban,,Nutri/Coarse Cereals,Kharif,2327.8,1919.0,17.56
Bengaluru Urban,,Nutri/Coarse Cereals,Total,2196.0,1919.0,12.61
Bengaluru Urban,,Cereals,Kharif,2549.8,1930.0,24.31
Bengaluru Urban,,Cereals,Total,2406.6,1930.0,19.8
Bengaluru Urban,,Tur,Kharif,720.4,572.0,20.6
Bengaluru Urban,,Tur,Total,720.4,572.0,20.6
Bengaluru Urban,,Urad,Kharif,495.4,590.0,-19.1
Bengaluru Urban,,Urad,Total,496.6,590.0,-18.81
Bengaluru Urban,,Moong,Kharif,367.6,430.0,-16.97
Bengaluru Urban,,Moong,Total,366.0,430.0,-17.49
Bengaluru Urban,,Other Pulses,Kharif,569.0,717.0,-26.01
Bengaluru Urban,,Other Pulses,Total,603.0,717.0,-18.91
Bengaluru Urban,,Total Pulses,Total,647.0,663.0,-2.47
Bengaluru Urban,,Total Food Grains,Kharif,1842.6,1858.0,-0.84
Bengaluru Urban,,Total Food Grains,Total,1738.6,1858.0,-6.87
Bidar,,Rice,Kharif,3165.2,1703.0,46.2
Bidar,,Rice,Total,3146.6,1703.0,45.88
Bidar,,Wheat,Rabi,1291.6,944.0,26.91
Bidar,,Wheat,Total,1291.6,944.0,26.91
Bidar,,Maize,Kharif,2979.4,2466.0,17.23
Bidar,,Maize,Rabi,3664.4,3584.0,2.19
Bidar,,Maize,Summer,3736.5,4328.0,-15.83
Bidar,,Maize,Total,3064.6,3695.0,-20.57
Bidar,,Jowar,Kharif,1671.6,1087.0,34.97
Bidar,,Jowar,Rabi,1137.2,744.0,34.58
Bidar,,Jowar,Total,1196.6,744.0,37.82
Bidar,,Bajra,Kharif,1241.8,588.0,52.65
Bidar,,Bajra,Total,1239.0,588.0,52.54
Bidar,,Small Millets,Kharif,780.8,994.0,-27.31
Bidar,,Small Millets,Total,780.8,994.0,-27.31
Bidar,,Shree Anna /Nutri Cereals,Kharif,1432.6,964.0,32.71
Bidar,,Shree Anna /Nutri Cereals,Rabi,1137.2,744.0,34.58
Bidar,,Shree Anna /Nutri Cereals,Total,1324.4,744.0,43.82
Bidar,,Nutri/Coarse Cereals,Kharif,2327.8,1170.0,49.74
Bidar,,Nutri/Coarse Cereals,Rabi,1752.0,750.0,57.19
Bidar,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Bidar,,Nutri/Coarse Cereals,Total,2196.0,755.0,65.62
Bidar,,Cereals,Kharif,2549.8,1657.0,35.01
Bidar,,Cereals,Rabi,1933.2,785.0,59.39
Bidar,,Cereals,Summer,3210.0,4328.0,-34.83
Bidar,,Cereals,Total,2406.6,806.0,66.51
Bidar,,Tur,Kharif,720.4,1255.0,-74.21
Bidar,,Tur,Total,720.4,1255.0,-74.21
Bidar,,Gram,Rabi,676.2,510.0,24.58
Bidar,,Gram,Total,676.2,510.0,24.58
Bidar,,Urad,Kharif,495.4,698.0,-40.9
Bidar,,Urad,Total,496.6,698.0,-40.56
Bidar,,Moong,Kharif,367.6,590.0,-60.5
Bidar,,Moong,Total,366.0,590.0,-61.2
Bidar,,Other Pulses,Kharif,569.0,712.0,-25.13
Bidar,,Other Pulses,Rabi,630.6,729.0,-15.6
Bidar,,Other Pulses,Total,603.0,718.0,-19.07
Bidar,,Total Pulses,Total,647.0,957.0,-47.91
Bidar,,Total Food Grains,Kharif,1842.6,1079.0,41.44
Bidar,,Total Food Grains,Rabi,1397.0,655.0,53.11
Bidar,,Total Food Grains,Summer,3210.0,4328.0,-34.83
Bidar,,Total Food Grains,Total,1738.6,927.0,46.68
Chamarajanagar,,Rice,Kharif,3165.2,3310.0,-4.57
Chamarajanagar,,Rice,Rabi,2956.4,2230.0,24.57
Chamarajanagar,,Rice,Summer,3054.5,3072.0,-0.57
Chamarajanagar,,Rice,Total,3146.6,3243.0,-3.06
Chamarajanagar,,Wheat,Rabi,1291.6,1255.0,2.83
Chamarajanagar,,Wheat,Total,1291.6,1255.0,2.83
Chamarajanagar,,Maize,Kharif,2979.4,3452.0,-15.86
Chamarajanagar,,Maize,Rabi,3664.4,4100.0,-11.89
Chamarajanagar,,Maize,Summer,3736.5,4328.0,-15.83
Chamarajanagar,,Maize,Total,3064.6,3689.0,-20.37
Chamarajanagar,,Jowar,Kharif,1671.6,1098.0,34.31
Chamarajanagar,,Jowar,Rabi,1137.2,1113.0,2.13
Chamarajanagar,,Jowar,Total,1196.6,1098.0,8.24
Chamarajanagar,,Bajra,Kharif,1241.8,1482.0,-19.34
Chamarajanagar,,Bajra,Total,1239.0,1482.0,-19.61
Chamarajanagar,,Ragi,Kharif,1511.6,1566.0,-3.6
Chamarajanagar,,Ragi,Total,1511.6,1566.0,-3.6
Chamarajanagar,,Small Millets,Kharif,780.8,1306.0,-67.26
Chamarajanagar,,Small Millets,Total,780.8,1306.0,-67.26
Chamarajanagar,,Shree Anna /Nutri Cereals,Kharif,1432.6,1194.0,16.66
Chamarajanagar,,Shree Anna /Nutri Cereals,Rabi,1137.2,1113.0,2.13
Chamarajanagar,,Shree Anna /Nutri Cereals,Total,1324.4,1194.0,9.85
Chamarajanagar,,Nutri/Coarse Cereals,Kharif,2327.8,2218.0,4.72
Chamarajanagar,,Nutri/Coarse Cereals,Rabi,1752.0,4082.0,-132.99
Chamarajanagar,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Chamarajanagar,,Nutri/Coarse Cereals,Total,2196.0,2553.0,-16.26
Chamarajanagar,,Cereals,Kharif,2549.8,2393.0,6.15
Chamarajanagar,,Cereals,Rabi,1933.2,4001.0,-106.96
Chamarajanagar,,Cereals,Summer,3210.0,3937.0,-22.65
Chamarajanagar,,Cereals,Total,2406.6,2670.0,-10.94
Chamarajanagar,,Tur,Kharif,720.4,798.0,-10.77
Chamarajanagar,,Tur,Total,720.4,798.0,-10.77
Chamarajanagar,,Gram,Rabi,676.2,772.0,-14.17
Chamarajanagar,,Gram,Total,676.2,772.0,-14.17
Chamarajanagar,,Urad,Kharif,495.4,169.0,65.89
Chamarajanagar,,Urad,Rabi,500.0,429.0,14.2
Chamarajanagar,,Urad,Total,496.6,171.0,65.57
Chamarajanagar,,Moong,Kharif,367.6,137.0,62.73
Chamarajanagar,,Moong,Rabi,317.8,299.0,5.92
Chamarajanagar,,Moong,Total,366.0,145.0,60.38
Chamarajanagar,,Other Pulses,Kharif,569.0,795.0,-39.72
Chamarajanagar,,Other Pulses,Rabi,630.6,712.0,-12.91
Chamarajanagar,,Other Pulses,Total,603.0,728.0,-20.73
Chamarajanagar,,Total Pulses,Total,647.0,700.0,-8.19
Chamarajanagar,,Total Food Grains,Kharif,1842.6,2270.0,-23.2
Chamarajanagar,,Total Food Grains,Rabi,1397.0,1542.0,-10.38
Chamarajanagar,,Total Food Grains,Summer,3210.0,3937.0,-22.65
Chamarajanagar,,Total Food Grains,Total,1738.6,2267.0,-30.39
Chikkaballapur,,Rice,Kharif,3165.2,2880.0,9.01
Chikkaballapur,,Rice,Rabi,2956.4,2842.0,3.87
Chikkaballapur,,Rice,Summer,3054.5,1798.0,41.14
Chikkaballapur,,Rice,Total,3146.6,2666.0,15.27
Chikkaballapur,,Maize,Kharif,2979.4,2300.0,22.8
Chikkaballapur,,Maize,Rabi,3664.4,2498.0,31.83
Chikkaballapur,,Maize,Summer,3736.5,4328.0,-15.83
Chikkaballapur,,Maize,Total,3064.6,2407.0,21.46
Chikkaballapur,,Jowar,Kharif,1671.6,1982.0,-18.57
Chikkaballapur,,Jowar,Rabi,1137.2,1113.0,2.13
Chikkaballapur,,Jowar,Total,1196.6,1625.0,-35.8
Chikkaballapur,,Bajra,Kharif,1241.8,1290.0,-3.88
Chikkaballapur,,Bajra,Total,1239.0,1290.0,-4.12
Chikkaballapur,,Ragi,Kharif,1511.6,1419.0,6.13
Chikkaballapur,,Ragi,Total,1511.6,1419.0,6.13
Chikkaballapur,,Small Millets,Kharif,780.8,865.0,-10.78
Chikkaballapur,,Small Millets,Total,780.8,865.0,-10.78
Chikkaballapur,,Shree Anna /Nutri Cereals,Kharif,1432.6,1425.0,0.53
Chikkaballapur,,Shree Anna /Nutri Cereals,Rabi,1137.2,1113.0,2.13
Chikkaballapur,,Shree Anna /Nutri Cereals,Total,1324.4,1422.0,-7.37
Chikkaballapur,,Nutri/Coarse Cereals,Kharif,2327.8,1917.0,17.65
Chikkaballapur,,Nutri/Coarse Cereals,Rabi,1752.0,2378.0,-35.73
Chikkaballapur,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Chikkaballapur,,Nutri/Coarse Cereals,Total,2196.0,2003.0,8.79
Chikkaballapur,,Cereals,Kharif,2549.8,1931.0,24.27
Chikkaballapur,,Cereals,Rabi,1933.2,2419.0,-25.13
Chikkaballapur,,Cereals,Summer,3210.0,3995.0,-24.45
Chikkaballapur,,Cereals,Total,2406.6,2017.0,16.19
Chikkaballapur,,Tur,Kharif,720.4,339.0,52.94
Chikkaballapur,,Tur,Total,720.4,339.0,52.94
Chikkaballapur,,Gram,Rabi,676.2,596.0,11.86
Chikkaballapur,,Gram,Total,676.2,596.0,11.86
Chikkaballapur,,Urad,Kharif,495.4,590.0,-19.1
Chikkaballapur,,Urad,Rabi,500.0,429.0,14.2
Chikkaballapur,,Urad,Total,496.6,544.0,-9.54
Chikkaballapur,,Moong,Kharif,367.6,430.0,-16.97
Chikkaballapur,,Moong,Rabi,317.8,299.0,5.92
Chikkaballapur,,Moong,Total,366.0,406.0,-10.93
Chikkaballapur,,Other Pulses,Kharif,569.0,756.0,-32.86
Chikkaballapur,,Other Pulses,Rabi,630.6,721.0,-14.34
Chikkaballapur,,Other Pulses,Total,603.0,742.0,-23.05
Chikkaballapur,,Total Pulses,Total,647.0,597.0,7.73
Chikkaballapur,,Total Food Grains,Kharif,1842.6,1811.0,1.71
Chikkaballapur,,Total Food Grains,Rabi,1397.0,1729.0,-23.77
Chikkaballapur,,Total Food Grains,Summer,3210.0,3995.0,-24.45
Chikkaballapur,,Total Food Grains,Total,1738.6,1864.0,-7.21
Chikkamagaluru,,Rice,Kharif,3165.2,2748.0,13.18
Chikkamagaluru,,Rice,Rabi,2956.4,2842.0,3.87
Chikkamagaluru,,Rice,Summer,3054.5,2884.0,5.58
Chikkamagaluru,,Rice,Total,3146.6,2755.0,12.45
Chikkamagaluru,,Maize,Kharif,2979.4,2828.0,5.08
Chikkamagaluru,,Maize,Rabi,3664.4,3584.0,2.19
Chikkamagaluru,,Maize,Summer,3736.5,4328.0,-15.83
Chikkamagaluru,,Maize,Total,3064.6,2898.0,5.44
Chikkamagaluru,,Jowar,Kharif,1671.6,1262.0,24.5
Chikkamagaluru,,Jowar,Rabi,1137.2,1066.0,6.26
Chikkamagaluru,,Jowar,Total,1196.6,1153.0,3.64
Chikkamagaluru,,Bajra,Kharif,1241.8,1290.0,-3.88
Chikkamagaluru,,Bajra,Total,1239.0,1290.0,-4.12
Chikkamagaluru,,Ragi,Kharif,1511.6,1295.0,14.33
Chikkamagaluru,,Ragi,Total,1511.6,1295.0,14.33
Chikkamagaluru,,Small Millets,Kharif,780.8,1077.0,-37.94
Chikkamagaluru,,Small Millets,Total,780.8,1077.0,-37.94
Chikkamagaluru,,Shree Anna /Nutri Cereals,Kharif,1432.6,1287.0,10.16
Chikkamagaluru,,Shree Anna /Nutri Cereals,Rabi,1137.2,1066.0,6.26
Chikkamagaluru,,Shree Anna /Nutri Cereals,Total,1324.4,1278.0,3.5
Chikkamagaluru,,Nutri/Coarse Cereals,Kharif,2327.8,1410.0,39.43
Chikkamagaluru,,Nutri/Coarse Cereals,Rabi,1752.0,1467.0,16.27
Chikkamagaluru,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
